Loading model from train_sessions\train_sess_4\trained_models\lenet_pruned_7220step_0.8989accuracy.torchmodel
Initial accuracy = 0.8981
Pruning Threshold = 0.32323805429041386
Number of pruned params = 209 out of 61706 total params
Fraction of params pruned = 0.33870288140537386%
Fraction of zero params = 95.75568016076232%
Accuracy after pruning = 0.8868
Iter 0, loss = 0.3309878408908844
Iter 83, loss = 0.3400743305683136
Iter 84, loss = 0.43815064430236816
Iter 85, loss = 0.3194998800754547
Iter 86, loss = 0.41514894366264343
Iter 87, loss = 0.41618019342422485
Iter 88, loss = 0.16791151463985443
Iter 89, loss = 0.5536293387413025
Iter 90, loss = 0.37963470816612244
Iter 91, loss = 0.47691112756729126
Iter 92, loss = 0.7026844620704651
Iter 93, loss = 0.367227703332901
Iter 94, loss = 0.21188613772392273
Iter 95, loss = 0.42296311259269714
Iter 96, loss = 0.5377465486526489
Iter 97, loss = 0.3010527789592743
Iter 98, loss = 0.4020799994468689
Iter 99, loss = 0.33663061261177063
Iter 100, loss = 0.28164124488830566
--> Validation top1 accuracy = 0.888
Iter 101, loss = 0.49135732650756836
Iter 102, loss = 0.44134244322776794
Iter 103, loss = 0.4031204879283905
Iter 104, loss = 0.2781837284564972
Iter 105, loss = 0.36548012495040894
Iter 106, loss = 0.34075066447257996
Iter 107, loss = 0.3144724667072296
Iter 108, loss = 0.4378838539123535
Iter 109, loss = 0.5118523240089417
Iter 110, loss = 0.3472531735897064
Iter 111, loss = 0.45671457052230835
Iter 112, loss = 0.2986880838871002
Iter 113, loss = 0.3276815116405487
Iter 114, loss = 0.2976589500904083
Iter 115, loss = 0.5259469747543335
Iter 116, loss = 0.3852006793022156
Iter 117, loss = 0.6368186473846436
Iter 118, loss = 0.47415706515312195
Iter 119, loss = 0.47315141558647156
Iter 120, loss = 0.3041301369667053
--> Validation top1 accuracy = 0.8907
Iter 121, loss = 0.36127969622612
Iter 122, loss = 0.2796030342578888
Iter 123, loss = 0.45654430985450745
Iter 124, loss = 0.357810378074646
Iter 125, loss = 0.5253002643585205
Iter 126, loss = 0.4215448498725891
Iter 127, loss = 0.37131282687187195
Iter 128, loss = 0.32011955976486206
Iter 129, loss = 0.3617825210094452
Iter 130, loss = 0.6555991172790527
Iter 131, loss = 0.42197003960609436
Iter 132, loss = 0.39742594957351685
Iter 133, loss = 0.35147398710250854
Iter 134, loss = 0.3856736421585083
Iter 135, loss = 0.2725285291671753
Iter 136, loss = 0.47478657960891724
Iter 137, loss = 0.25526732206344604
Iter 138, loss = 0.4056321978569031
Iter 139, loss = 0.419452428817749
Iter 140, loss = 0.4189862310886383
--> Validation top1 accuracy = 0.8867
Iter 141, loss = 0.5409654378890991
Iter 142, loss = 0.4167408049106598
Iter 143, loss = 0.43630367517471313
Iter 144, loss = 0.3103107511997223
Iter 145, loss = 0.4531169831752777
Iter 146, loss = 0.30399593710899353
Iter 147, loss = 0.4206109046936035
Iter 148, loss = 0.29124683141708374
Iter 149, loss = 0.27533793449401855
Iter 150, loss = 0.2719913721084595
Iter 151, loss = 0.30862995982170105
Iter 152, loss = 0.48364654183387756
Iter 153, loss = 0.4965594410896301
Iter 154, loss = 0.5947363972663879
Iter 155, loss = 0.5326335430145264
Iter 156, loss = 0.374761164188385
Iter 157, loss = 0.46956735849380493
Iter 158, loss = 0.3867531418800354
Iter 159, loss = 0.30294376611709595
Iter 160, loss = 0.45446518063545227
--> Validation top1 accuracy = 0.8891
Iter 161, loss = 0.2973645329475403
Iter 162, loss = 0.25519809126853943
Iter 163, loss = 0.24887479841709137
Iter 164, loss = 0.3471629023551941
Iter 165, loss = 0.27919599413871765
Iter 166, loss = 0.1926332712173462
Iter 167, loss = 0.2180721014738083
Iter 168, loss = 0.3705209493637085
Iter 169, loss = 0.3711908459663391
Iter 170, loss = 0.297274112701416
Iter 171, loss = 0.42698222398757935
Iter 172, loss = 0.3325446546077728
Iter 173, loss = 0.3594343066215515
Iter 174, loss = 0.3286490738391876
Iter 175, loss = 0.3849385380744934
Iter 176, loss = 0.3416770100593567
Iter 177, loss = 0.41025060415267944
Iter 178, loss = 0.5332484245300293
Iter 179, loss = 0.5457596182823181
Iter 180, loss = 0.3949463963508606
--> Validation top1 accuracy = 0.8863
Iter 181, loss = 0.4565678536891937
Iter 182, loss = 0.39839017391204834
Iter 183, loss = 0.5966593623161316
Iter 184, loss = 0.23844680190086365
Iter 185, loss = 0.31754764914512634
Iter 186, loss = 0.26624011993408203
Iter 187, loss = 0.4207250773906708
Iter 188, loss = 0.3165213465690613
Iter 189, loss = 0.3156135380268097
Iter 190, loss = 0.2557452321052551
Iter 191, loss = 0.19729816913604736
Iter 192, loss = 0.45792707800865173
Iter 193, loss = 0.3094756007194519
Iter 194, loss = 0.5117670297622681
Iter 195, loss = 0.24013835191726685
Iter 196, loss = 0.3417777419090271
Iter 197, loss = 0.6114324927330017
Iter 198, loss = 0.3774201571941376
Iter 199, loss = 0.29328763484954834
Iter 200, loss = 0.49407538771629333
--> Validation top1 accuracy = 0.8873
Iter 201, loss = 0.295444130897522
Iter 202, loss = 0.4030797481536865
Iter 203, loss = 0.4316924512386322
Iter 204, loss = 0.2839313745498657
Iter 205, loss = 0.24411237239837646
Iter 206, loss = 0.2795112133026123
Iter 207, loss = 0.3324780762195587
Iter 208, loss = 0.27808892726898193
Iter 209, loss = 0.3145400881767273
Iter 210, loss = 0.29304662346839905
Iter 211, loss = 0.39320996403694153
Iter 212, loss = 0.3887011408805847
Iter 213, loss = 0.46194392442703247
Iter 214, loss = 0.3193664848804474
Iter 215, loss = 0.3697631061077118
Iter 216, loss = 0.3026061952114105
Iter 217, loss = 0.5102882385253906
Iter 218, loss = 0.30835390090942383
Iter 219, loss = 0.451392263174057
Iter 220, loss = 0.3198079466819763
--> Validation top1 accuracy = 0.8864
Iter 221, loss = 0.2481118142604828
Iter 222, loss = 0.4474603831768036
Iter 223, loss = 0.3043273389339447
Iter 224, loss = 0.5636166334152222
Iter 225, loss = 0.6851829886436462
Iter 226, loss = 0.23790057003498077
Iter 227, loss = 0.2927149534225464
Iter 228, loss = 0.4740769565105438
Iter 229, loss = 0.311815083026886
Iter 230, loss = 0.41043806076049805
Iter 231, loss = 0.5006110072135925
Iter 232, loss = 0.39314770698547363
Iter 233, loss = 0.4894934892654419
Iter 234, loss = 0.3466220498085022
Iter 235, loss = 0.33794593811035156
Iter 236, loss = 0.4641292691230774
Iter 237, loss = 0.25866732001304626
Iter 238, loss = 0.2330329269170761
Iter 239, loss = 0.2365899235010147
Iter 240, loss = 0.3949763774871826
--> Validation top1 accuracy = 0.8889
Iter 241, loss = 0.3787611126899719
Iter 242, loss = 0.4822518229484558
Iter 243, loss = 0.4079707860946655
Iter 244, loss = 0.5318837761878967
Iter 245, loss = 0.45472782850265503
Iter 246, loss = 0.5619344115257263
Iter 247, loss = 0.4009971022605896
Iter 248, loss = 0.4758096933364868
Iter 249, loss = 0.44775331020355225
Iter 250, loss = 0.1505914330482483
Iter 251, loss = 0.4706617593765259
Iter 252, loss = 0.30610260367393494
Iter 253, loss = 0.1882823407649994
Iter 254, loss = 0.45452699065208435
Iter 255, loss = 0.3848714530467987
Iter 256, loss = 0.42267537117004395
Iter 257, loss = 0.5785660147666931
Iter 258, loss = 0.4339914321899414
Iter 259, loss = 0.3738234043121338
Iter 260, loss = 0.3354988694190979
--> Validation top1 accuracy = 0.8903
Iter 261, loss = 0.3404024839401245
Iter 262, loss = 0.41697362065315247
Iter 263, loss = 0.3583150804042816
Iter 264, loss = 0.18770286440849304
Iter 265, loss = 0.3377390205860138
Iter 266, loss = 0.5535094738006592
Iter 267, loss = 0.30311331152915955
Iter 268, loss = 0.28723767399787903
Iter 269, loss = 0.41517001390457153
Iter 270, loss = 0.47229066491127014
Iter 271, loss = 0.3184890151023865
Iter 272, loss = 0.44860076904296875
Iter 273, loss = 0.32507482171058655
Iter 274, loss = 0.4027021527290344
Iter 275, loss = 0.3344877064228058
Iter 276, loss = 0.35382184386253357
Iter 277, loss = 0.3742740750312805
Iter 278, loss = 0.2769836485385895
Iter 279, loss = 0.2206677496433258
Iter 280, loss = 0.23516817390918732
--> Validation top1 accuracy = 0.8952
Iter 281, loss = 0.5021139979362488
Iter 282, loss = 0.32754552364349365
Iter 283, loss = 0.2032705396413803
Iter 284, loss = 0.3300946354866028
Iter 285, loss = 0.48986518383026123
Iter 286, loss = 0.31582900881767273
Iter 287, loss = 0.6313678622245789
Iter 288, loss = 0.24847689270973206
Iter 289, loss = 0.21660256385803223
Iter 290, loss = 0.5370656847953796
Iter 291, loss = 0.3804365396499634
Iter 292, loss = 0.3065926134586334
Iter 293, loss = 0.3911575376987457
Iter 294, loss = 0.34964630007743835
Iter 295, loss = 0.3152173161506653
Iter 296, loss = 0.3795848786830902
Iter 297, loss = 0.240634948015213
Iter 298, loss = 0.3344014286994934
Iter 299, loss = 0.32411739230155945
Iter 300, loss = 0.36862918734550476
--> Validation top1 accuracy = 0.885
Iter 301, loss = 0.44667288661003113
Iter 302, loss = 0.42956653237342834
Iter 303, loss = 0.4630134105682373
Iter 304, loss = 0.3395465016365051
Iter 305, loss = 0.23078355193138123
Iter 306, loss = 0.3212658166885376
Iter 307, loss = 0.5132286548614502
Iter 308, loss = 0.28307634592056274
Iter 309, loss = 0.470437228679657
Iter 310, loss = 0.2166607528924942
Iter 311, loss = 0.44853276014328003
Iter 312, loss = 0.32946255803108215
Iter 313, loss = 0.30374541878700256
Iter 314, loss = 0.5632578134536743
Iter 315, loss = 0.32269731163978577
Iter 316, loss = 0.3779371976852417
Iter 317, loss = 0.3260047137737274
Iter 318, loss = 0.16033688187599182
Iter 319, loss = 0.5003925561904907
Iter 320, loss = 0.4419429898262024
--> Validation top1 accuracy = 0.8905
Iter 321, loss = 0.3058381676673889
Iter 322, loss = 0.19616128504276276
Iter 323, loss = 0.41416478157043457
Iter 324, loss = 0.42443516850471497
Iter 325, loss = 0.2291463315486908
Iter 326, loss = 0.3953607678413391
Iter 327, loss = 0.5139720439910889
Iter 328, loss = 0.4574311375617981
Iter 329, loss = 0.3388681411743164
Iter 330, loss = 0.4755639433860779
Iter 331, loss = 0.42770126461982727
Iter 332, loss = 0.2304539978504181
Iter 333, loss = 0.29456809163093567
Iter 334, loss = 0.39443105459213257
Iter 335, loss = 0.3983086049556732
Iter 336, loss = 0.2102806717157364
Iter 337, loss = 0.2831607460975647
Iter 338, loss = 0.4606480002403259
Iter 339, loss = 0.46825137734413147
Iter 340, loss = 0.3767211139202118
--> Validation top1 accuracy = 0.8874
Iter 341, loss = 0.544708251953125
Iter 342, loss = 0.3072855770587921
Iter 343, loss = 0.3241861164569855
Iter 344, loss = 0.2477772980928421
Iter 345, loss = 0.32570815086364746
Iter 346, loss = 0.4551439583301544
Iter 347, loss = 0.2812148928642273
Iter 348, loss = 0.587310254573822
Iter 349, loss = 0.4133598804473877
Iter 350, loss = 0.2485949695110321
Iter 351, loss = 0.3702022433280945
Iter 352, loss = 0.6406515836715698
Iter 353, loss = 0.6119101643562317
Iter 354, loss = 0.3938082456588745
Iter 355, loss = 0.26423293352127075
Iter 356, loss = 0.29873746633529663
Iter 357, loss = 0.3606719374656677
Iter 358, loss = 0.4227394461631775
Iter 359, loss = 0.3193523585796356
Iter 360, loss = 0.4077681303024292
--> Validation top1 accuracy = 0.8927
Iter 361, loss = 0.18536323308944702
Iter 362, loss = 0.4021345376968384
Iter 363, loss = 0.35348379611968994
Iter 364, loss = 0.336816668510437
Iter 365, loss = 0.5119882225990295
Iter 366, loss = 0.20551764965057373
Iter 367, loss = 0.41044721007347107
Iter 368, loss = 0.44337645173072815
Iter 369, loss = 0.58160400390625
Iter 370, loss = 0.3682166635990143
Iter 371, loss = 0.18033182621002197
Iter 372, loss = 0.48753106594085693
Iter 373, loss = 0.41271111369132996
Iter 374, loss = 0.31092166900634766
Iter 375, loss = 0.27627620100975037
Iter 376, loss = 0.23550447821617126
Iter 377, loss = 0.20207904279232025
Iter 378, loss = 0.42888280749320984
Iter 379, loss = 0.3141367435455322
Iter 380, loss = 0.29309430718421936
--> Validation top1 accuracy = 0.8886
Iter 381, loss = 0.41016602516174316
Iter 382, loss = 0.6342669725418091
Iter 383, loss = 0.30463457107543945
Iter 384, loss = 0.533634603023529
Iter 385, loss = 0.5122663974761963
Iter 386, loss = 0.2689511179924011
Iter 387, loss = 0.34738147258758545
Iter 388, loss = 0.35194259881973267
Iter 389, loss = 0.4239227771759033
Iter 390, loss = 0.38875457644462585
Iter 391, loss = 0.4384478032588959
Iter 392, loss = 0.4474971294403076
Iter 393, loss = 0.3263314962387085
Iter 394, loss = 0.45767247676849365
Iter 395, loss = 0.3333571255207062
Iter 396, loss = 0.3990594446659088
Iter 397, loss = 0.38224780559539795
Iter 398, loss = 0.6226564645767212
Iter 399, loss = 0.530103862285614
Iter 400, loss = 0.6074085831642151
--> Validation top1 accuracy = 0.8916
Iter 401, loss = 0.36158469319343567
Iter 402, loss = 0.40668511390686035
Iter 403, loss = 0.5352293252944946
Iter 404, loss = 0.15201985836029053
Iter 405, loss = 0.4421079158782959
Iter 406, loss = 0.3671034574508667
Iter 407, loss = 0.358115017414093
Iter 408, loss = 0.602003276348114
Iter 409, loss = 0.4033750891685486
Iter 410, loss = 0.17501819133758545
Iter 411, loss = 0.5026482343673706
Iter 412, loss = 0.5450677871704102
Iter 413, loss = 0.3845111131668091
Iter 414, loss = 0.4171215295791626
Iter 415, loss = 0.3379671573638916
Iter 416, loss = 0.5732840299606323
Iter 417, loss = 0.44974565505981445
Iter 418, loss = 0.4366278648376465
Iter 419, loss = 0.30747684836387634
Iter 420, loss = 0.2698602080345154
--> Validation top1 accuracy = 0.8896
Iter 421, loss = 0.295516699552536
Iter 422, loss = 0.48839128017425537
Iter 423, loss = 0.41469284892082214
Iter 424, loss = 0.33745062351226807
Iter 425, loss = 0.3207894265651703
Iter 426, loss = 0.34548261761665344
Iter 427, loss = 0.37735387682914734
Iter 428, loss = 0.2735579013824463
Iter 429, loss = 0.5137704014778137
Iter 430, loss = 0.28624963760375977
Iter 431, loss = 0.4705762267112732
Iter 432, loss = 0.40622085332870483
Iter 433, loss = 0.14785651862621307
Iter 434, loss = 0.3347145915031433
Iter 435, loss = 0.3863692581653595
Iter 436, loss = 0.5451139807701111
Iter 437, loss = 0.4059905707836151
Iter 438, loss = 0.2933254837989807
Iter 439, loss = 0.36168503761291504
Iter 440, loss = 0.31976237893104553
--> Validation top1 accuracy = 0.8903
Iter 441, loss = 0.3763751983642578
Iter 442, loss = 0.3105577826499939
Iter 443, loss = 0.32902243733406067
Iter 444, loss = 0.42452913522720337
Iter 445, loss = 0.2606738209724426
Iter 446, loss = 0.2678750157356262
Iter 447, loss = 0.3214370310306549
Iter 448, loss = 0.602009117603302
Iter 449, loss = 0.5422128438949585
Iter 450, loss = 0.4019935429096222
Iter 451, loss = 0.4887174367904663
Iter 452, loss = 0.23686747252941132
Iter 453, loss = 0.385759174823761
Iter 454, loss = 0.2699517607688904
Iter 455, loss = 0.3192301094532013
Iter 456, loss = 0.26639941334724426
Iter 457, loss = 0.32453176379203796
Iter 458, loss = 0.30753469467163086
Iter 459, loss = 0.46613842248916626
Iter 460, loss = 0.36286306381225586
--> Validation top1 accuracy = 0.8907
Iter 461, loss = 0.3110990524291992
Iter 462, loss = 0.40540167689323425
Iter 463, loss = 0.19868624210357666
Iter 464, loss = 0.4095245897769928
Iter 465, loss = 0.3786284327507019
Iter 466, loss = 0.29041820764541626
Iter 467, loss = 0.30717843770980835
Iter 468, loss = 0.2871786952018738
Iter 469, loss = 0.25738704204559326
Iter 470, loss = 0.18010592460632324
Iter 471, loss = 0.5342572927474976
Iter 472, loss = 0.4812552034854889
Iter 473, loss = 0.35488149523735046
Iter 474, loss = 0.289291113615036
Iter 475, loss = 0.5582616329193115
Iter 476, loss = 0.3368666172027588
Iter 477, loss = 0.5438868403434753
Iter 478, loss = 0.3129139244556427
Iter 479, loss = 0.2585102915763855
Iter 480, loss = 0.38097110390663147
--> Validation top1 accuracy = 0.8924
Iter 481, loss = 0.41526925563812256
Iter 482, loss = 0.3262762129306793
Iter 483, loss = 0.39926016330718994
Iter 484, loss = 0.49651867151260376
Iter 485, loss = 0.3506499230861664
Iter 486, loss = 0.2879638075828552
Iter 487, loss = 0.28681498765945435
Iter 488, loss = 0.4205546975135803
Iter 489, loss = 0.32337212562561035
Iter 490, loss = 0.15234245359897614
Iter 491, loss = 0.4861181974411011
Iter 492, loss = 0.39847108721733093
Iter 493, loss = 0.37320223450660706
Iter 494, loss = 0.3457360863685608
Iter 495, loss = 0.4888307452201843
Iter 496, loss = 0.34138303995132446
Iter 497, loss = 0.20853468775749207
Iter 498, loss = 0.2941611111164093
Iter 499, loss = 0.16867023706436157
Iter 500, loss = 0.3949875235557556
--> Validation top1 accuracy = 0.8943
Iter 501, loss = 0.385773241519928
Iter 502, loss = 0.42949414253234863
Iter 503, loss = 0.307472288608551
Iter 504, loss = 0.493694007396698
Iter 505, loss = 0.4068581759929657
Iter 506, loss = 0.4521162211894989
Iter 507, loss = 0.10689293593168259
Iter 508, loss = 0.3038182854652405
Iter 509, loss = 0.4663180410861969
Iter 510, loss = 0.35315966606140137
Iter 511, loss = 0.36246973276138306
Iter 512, loss = 0.3571210503578186
Iter 513, loss = 0.47624239325523376
Iter 514, loss = 0.3038507103919983
Iter 515, loss = 0.38322100043296814
Iter 516, loss = 0.49721041321754456
Iter 517, loss = 0.42398586869239807
Iter 518, loss = 0.41570883989334106
Iter 519, loss = 0.24617578089237213
Iter 520, loss = 0.30388692021369934
--> Validation top1 accuracy = 0.8936
Iter 521, loss = 0.5747954249382019
Iter 522, loss = 0.3793261647224426
Iter 523, loss = 0.7250816822052002
Iter 524, loss = 0.3069349527359009
Iter 525, loss = 0.337310254573822
Iter 526, loss = 0.3794704079627991
Iter 527, loss = 0.4584939479827881
Iter 528, loss = 0.30933648347854614
Iter 529, loss = 0.42837515473365784
Iter 530, loss = 0.3720414936542511
Iter 531, loss = 0.43506839871406555
Iter 532, loss = 0.4962393343448639
Iter 533, loss = 0.23918676376342773
Iter 534, loss = 0.37864139676094055
Iter 535, loss = 0.4003444015979767
Iter 536, loss = 0.3242267966270447
Iter 537, loss = 0.2631429135799408
Iter 538, loss = 0.3273509740829468
Iter 539, loss = 0.33124276995658875
Iter 540, loss = 0.47587090730667114
--> Validation top1 accuracy = 0.8925
Iter 541, loss = 0.24766206741333008
Iter 542, loss = 0.37356850504875183
Iter 543, loss = 0.3859502673149109
Iter 544, loss = 0.2876798212528229
Iter 545, loss = 0.2978194057941437
Iter 546, loss = 0.4398435950279236
Iter 547, loss = 0.39944925904273987
Iter 548, loss = 0.48288270831108093
Iter 549, loss = 0.5196918845176697
Iter 550, loss = 0.4116837680339813
Iter 551, loss = 0.3444056510925293
Iter 552, loss = 0.6495733857154846
Iter 553, loss = 0.4618542790412903
Iter 554, loss = 0.22428014874458313
Iter 555, loss = 0.34364408254623413
Iter 556, loss = 0.5184962153434753
Iter 557, loss = 0.23143227398395538
Iter 558, loss = 0.3027661144733429
Iter 559, loss = 0.29845696687698364
Iter 560, loss = 0.3439009487628937
--> Validation top1 accuracy = 0.8937
Iter 561, loss = 0.6009079217910767
Iter 562, loss = 0.5521339774131775
Iter 563, loss = 0.41725364327430725
Iter 564, loss = 0.34961092472076416
Iter 565, loss = 0.36218076944351196
Iter 566, loss = 0.39530515670776367
Iter 567, loss = 0.42678332328796387
Iter 568, loss = 0.520289957523346
Iter 569, loss = 0.40055906772613525
Iter 570, loss = 0.34042227268218994
Iter 571, loss = 0.4950234889984131
Iter 572, loss = 0.31266850233078003
Iter 573, loss = 0.32842740416526794
Iter 574, loss = 0.4712088108062744
Iter 575, loss = 0.19761435687541962
Iter 576, loss = 0.3425392508506775
Iter 577, loss = 0.27788642048835754
Iter 578, loss = 0.42687782645225525
Iter 579, loss = 0.4074421226978302
Iter 580, loss = 0.3268958628177643
--> Validation top1 accuracy = 0.8905
Iter 581, loss = 0.3970807194709778
Iter 582, loss = 0.36893901228904724
Iter 583, loss = 0.46344611048698425
Iter 584, loss = 0.5188778638839722
Iter 585, loss = 0.38130372762680054
Iter 586, loss = 0.37489768862724304
Iter 587, loss = 0.44548434019088745
Iter 588, loss = 0.48799991607666016
Iter 589, loss = 0.46840035915374756
Iter 590, loss = 0.1733357012271881
Iter 591, loss = 0.46051645278930664
Iter 592, loss = 0.18491870164871216
Iter 593, loss = 0.34331202507019043
Iter 594, loss = 0.35654911398887634
Iter 595, loss = 0.3070819079875946
Iter 596, loss = 0.2768257260322571
Iter 597, loss = 0.5860795974731445
Iter 598, loss = 0.407976895570755
Iter 599, loss = 0.3266173303127289
Iter 600, loss = 0.3834727704524994
--> Validation top1 accuracy = 0.8917
Iter 601, loss = 0.4905589818954468
Iter 602, loss = 0.29599887132644653
Iter 603, loss = 0.38924112915992737
Iter 604, loss = 0.6405120491981506
Iter 605, loss = 0.19952531158924103
Iter 606, loss = 0.2762242257595062
Iter 607, loss = 0.2849386930465698
Iter 608, loss = 0.5283858180046082
Iter 609, loss = 0.2980668246746063
Iter 610, loss = 0.38611042499542236
Iter 611, loss = 0.5309174656867981
Iter 612, loss = 0.21027539670467377
Iter 613, loss = 0.47507861256599426
Iter 614, loss = 0.30723270773887634
Iter 615, loss = 0.3841409683227539
Iter 616, loss = 0.38790926337242126
Iter 617, loss = 0.4590330123901367
Iter 618, loss = 0.3811647891998291
Iter 619, loss = 0.4946475028991699
Iter 620, loss = 0.47464919090270996
--> Validation top1 accuracy = 0.8889
Iter 621, loss = 0.30737993121147156
Iter 622, loss = 0.22088511288166046
Iter 623, loss = 0.462466835975647
Iter 624, loss = 0.2934054732322693
Iter 625, loss = 0.3372766971588135
Iter 626, loss = 0.2562190592288971
Iter 627, loss = 0.29965609312057495
Iter 628, loss = 0.4175807237625122
Iter 629, loss = 0.2561413049697876
Iter 630, loss = 0.3880433142185211
Iter 631, loss = 0.3554062843322754
Iter 632, loss = 0.30642616748809814
Iter 633, loss = 0.24104535579681396
Iter 634, loss = 0.44453880190849304
Iter 635, loss = 0.48187029361724854
Iter 636, loss = 0.378950297832489
Iter 637, loss = 0.2868608832359314
Iter 638, loss = 0.35991716384887695
Iter 639, loss = 0.36127233505249023
Iter 640, loss = 0.45904335379600525
--> Validation top1 accuracy = 0.893
Iter 641, loss = 0.4241889715194702
Iter 642, loss = 0.6198869347572327
Iter 643, loss = 0.48427730798721313
Iter 644, loss = 0.4558940827846527
Iter 645, loss = 0.20856183767318726
Iter 646, loss = 0.5274940133094788
Iter 647, loss = 0.24203039705753326
Iter 648, loss = 0.22493423521518707
Iter 649, loss = 0.4672740399837494
Iter 650, loss = 0.44901129603385925
Iter 651, loss = 0.4615655243396759
Iter 652, loss = 0.2245093733072281
Iter 653, loss = 0.41999000310897827
Iter 654, loss = 0.41593044996261597
Iter 655, loss = 0.2770172953605652
Iter 656, loss = 0.23748533427715302
Iter 657, loss = 0.2349248230457306
Iter 658, loss = 0.48868635296821594
Iter 659, loss = 0.3569854199886322
Iter 660, loss = 0.4386941194534302
--> Validation top1 accuracy = 0.8915
Iter 661, loss = 0.18459101021289825
Iter 662, loss = 0.4430440068244934
Iter 663, loss = 0.4102872908115387
Iter 664, loss = 0.5411829948425293
Iter 665, loss = 0.36502325534820557
Iter 666, loss = 0.4678562581539154
Iter 667, loss = 0.3200380206108093
Iter 668, loss = 0.39687103033065796
Iter 669, loss = 0.3267867863178253
Iter 670, loss = 0.3071760833263397
Iter 671, loss = 0.32216963171958923
Iter 672, loss = 0.4355609714984894
Iter 673, loss = 0.3863908052444458
Iter 674, loss = 0.33235427737236023
Iter 675, loss = 0.31189626455307007
Iter 676, loss = 0.445450097322464
Iter 677, loss = 0.4273747205734253
Iter 678, loss = 0.406466543674469
Iter 679, loss = 0.3250430226325989
Iter 680, loss = 0.4661683440208435
--> Validation top1 accuracy = 0.8918
Iter 681, loss = 0.6500532031059265
Iter 682, loss = 0.2581966817378998
Iter 683, loss = 0.3230222761631012
Iter 684, loss = 0.3438437879085541
Iter 685, loss = 0.24219459295272827
