Loading model from train_sessions\train_sess_0\trained_models\lenet_pruned_2060step_0.9686accuracy.torchmodel
Initial accuracy = 0.9682
Pruning Threshold = 0.22242820932297036
Number of pruned params = 5460 out of 61706 total params
Fraction of params pruned = 8.848410203221729%
Fraction of zero params = 85.5508378439698%
Accuracy after pruning = 0.8304
Iter 0, loss = 0.7316372394561768
Iter 73, loss = 0.5484286546707153
Iter 74, loss = 0.3447807729244232
Iter 75, loss = 0.5498210787773132
Iter 76, loss = 0.6304206848144531
Iter 77, loss = 0.641244649887085
Iter 78, loss = 0.49443519115448
Iter 79, loss = 0.9220352172851562
Iter 80, loss = 0.3849807381629944
Iter 81, loss = 0.3351251482963562
Iter 82, loss = 0.3012101650238037
Iter 83, loss = 0.3418161869049072
Iter 84, loss = 0.30693745613098145
Iter 85, loss = 0.3268122971057892
Iter 86, loss = 0.5185206532478333
Iter 87, loss = 0.4935216009616852
Iter 88, loss = 0.31948408484458923
Iter 89, loss = 0.24640965461730957
Iter 90, loss = 0.6506150960922241
Iter 91, loss = 0.40078744292259216
Iter 92, loss = 0.7322667241096497
Iter 93, loss = 0.789038896560669
Iter 94, loss = 0.3208785653114319
Iter 95, loss = 0.44498926401138306
Iter 96, loss = 0.5625119209289551
Iter 97, loss = 0.5286328792572021
Iter 98, loss = 0.2608901560306549
Iter 99, loss = 0.4504060447216034
Iter 100, loss = 0.35078680515289307
Iter 101, loss = 0.5517521500587463
Iter 102, loss = 0.5648373961448669
Iter 103, loss = 0.6404420733451843
Iter 104, loss = 0.5145565271377563
Iter 105, loss = 0.41300907731056213
Iter 106, loss = 0.3988161087036133
Iter 107, loss = 0.4336696267127991
Iter 108, loss = 0.7349737882614136
Iter 109, loss = 0.5314081907272339
Iter 110, loss = 0.4515937864780426
Iter 111, loss = 0.35199081897735596
Iter 112, loss = 0.4247279763221741
Iter 113, loss = 0.4330277144908905
Iter 114, loss = 0.6556185483932495
Iter 115, loss = 0.48591819405555725
Iter 116, loss = 0.33068403601646423
Iter 117, loss = 0.4748880863189697
Iter 118, loss = 0.5487385392189026
Iter 119, loss = 0.3262268304824829
Iter 120, loss = 0.7271870374679565
Iter 121, loss = 0.30499523878097534
Iter 122, loss = 0.4408057630062103
Iter 123, loss = 0.49696099758148193
Iter 124, loss = 0.30135735869407654
Iter 125, loss = 0.6520731449127197
Iter 126, loss = 0.38098669052124023
Iter 127, loss = 0.5914199352264404
Iter 128, loss = 0.49187302589416504
Iter 129, loss = 0.19698277115821838
Iter 130, loss = 0.637562096118927
Iter 131, loss = 0.3910740315914154
Iter 132, loss = 0.5793567895889282
Iter 133, loss = 0.34206080436706543
Iter 134, loss = 0.46078506112098694
Iter 135, loss = 0.3320622742176056
Iter 136, loss = 0.5737924575805664
Iter 137, loss = 0.44886887073516846
Iter 138, loss = 0.4112910032272339
Iter 139, loss = 0.33513152599334717
Iter 140, loss = 0.3031483590602875
Iter 141, loss = 0.5674699544906616
Iter 142, loss = 0.38807088136672974
Iter 143, loss = 0.39492857456207275
Iter 144, loss = 0.35862261056900024
Iter 145, loss = 0.4159556031227112
Iter 146, loss = 0.612697958946228
Iter 147, loss = 0.4108636975288391
Iter 148, loss = 0.34989941120147705
Iter 149, loss = 0.6158142685890198
Iter 150, loss = 0.38004204630851746
Iter 151, loss = 0.575079083442688
Iter 152, loss = 0.5504959225654602
Iter 153, loss = 0.45789840817451477
Iter 154, loss = 0.45650139451026917
Iter 155, loss = 0.4208306074142456
Iter 156, loss = 0.6327300071716309
Iter 157, loss = 0.4344141483306885
Iter 158, loss = 0.5893161296844482
Iter 159, loss = 0.30116307735443115
Iter 160, loss = 0.6040705442428589
Iter 161, loss = 0.40113210678100586
Iter 162, loss = 0.42440280318260193
Iter 163, loss = 0.43981555104255676
Iter 164, loss = 0.5633108019828796
Iter 165, loss = 0.7044726610183716
Iter 166, loss = 0.455701619386673
Iter 167, loss = 0.39172202348709106
Iter 168, loss = 0.560197114944458
Iter 169, loss = 0.6517981290817261
Iter 170, loss = 0.6115736961364746
Iter 171, loss = 0.6458854675292969
Iter 172, loss = 0.5765289068222046
Iter 173, loss = 0.5236465930938721
Iter 174, loss = 0.17824602127075195
Iter 175, loss = 0.5239130854606628
Iter 176, loss = 0.3540413975715637
Iter 177, loss = 0.37170839309692383
Iter 178, loss = 0.5586609244346619
Iter 179, loss = 0.4064183235168457
Iter 180, loss = 0.3757536709308624
Iter 181, loss = 0.37219348549842834
Iter 182, loss = 0.6471636295318604
Iter 183, loss = 0.31525731086730957
Iter 184, loss = 0.5460180640220642
Iter 185, loss = 0.5546848177909851
Iter 186, loss = 0.540193498134613
Iter 187, loss = 0.3737834095954895
Iter 188, loss = 0.351645290851593
Iter 189, loss = 0.4143686592578888
Iter 190, loss = 0.5337789058685303
Iter 191, loss = 0.5441792011260986
Iter 192, loss = 0.45572301745414734
Iter 193, loss = 0.5336437225341797
Iter 194, loss = 0.2630276679992676
Iter 195, loss = 0.3934628963470459
Iter 196, loss = 0.48856183886528015
Iter 197, loss = 0.4902837872505188
Iter 198, loss = 0.4412005841732025
Iter 199, loss = 0.29350903630256653
Iter 200, loss = 0.5092235803604126
Iter 201, loss = 0.3812316060066223
Iter 202, loss = 0.5030826330184937
Iter 203, loss = 0.33707255125045776
Iter 204, loss = 0.4653366506099701
Iter 205, loss = 0.29048967361450195
Iter 206, loss = 0.48861822485923767
Iter 207, loss = 0.6098650693893433
Iter 208, loss = 0.5284542441368103
Iter 209, loss = 0.5188772082328796
Iter 210, loss = 0.29380011558532715
Iter 211, loss = 0.29340144991874695
Iter 212, loss = 0.56819748878479
Iter 213, loss = 0.6737310290336609
Iter 214, loss = 0.3552720546722412
Iter 215, loss = 0.6058485507965088
Iter 216, loss = 0.5534915924072266
Iter 217, loss = 0.42362168431282043
Iter 218, loss = 0.38793981075286865
Iter 219, loss = 0.41537928581237793
Iter 220, loss = 0.7538493871688843
Iter 221, loss = 0.49814581871032715
Iter 222, loss = 0.5714397430419922
Iter 223, loss = 0.3473096489906311
Iter 224, loss = 0.21609102189540863
Iter 225, loss = 0.5630337595939636
Iter 226, loss = 0.3979340195655823
Iter 227, loss = 0.2602947950363159
Iter 228, loss = 0.4413934648036957
Iter 229, loss = 0.36245983839035034
Iter 230, loss = 0.8669383525848389
Iter 231, loss = 0.46831685304641724
Iter 232, loss = 0.491720587015152
Iter 233, loss = 0.3026380240917206
Iter 234, loss = 0.3601447343826294
Iter 235, loss = 0.5014427900314331
Iter 236, loss = 0.3468254506587982
Iter 237, loss = 0.3674231171607971
Iter 238, loss = 0.3686017096042633
Iter 239, loss = 0.45823293924331665
Iter 240, loss = 0.4659634828567505
Iter 241, loss = 0.32485896348953247
Iter 242, loss = 0.7887923717498779
Iter 243, loss = 0.582053542137146
Iter 244, loss = 0.39475804567337036
Iter 245, loss = 0.4365699887275696
Iter 246, loss = 0.4774476885795593
Iter 247, loss = 0.2659492790699005
Iter 248, loss = 0.39458492398262024
Iter 249, loss = 0.33777937293052673
Iter 250, loss = 0.7186744809150696
Iter 251, loss = 0.4515085518360138
Iter 252, loss = 0.23353566229343414
Iter 253, loss = 0.5297402143478394
Iter 254, loss = 0.5760096311569214
Iter 255, loss = 0.852591872215271
Iter 256, loss = 0.3675038814544678
Iter 257, loss = 0.34792447090148926
Iter 258, loss = 0.41322070360183716
Iter 259, loss = 0.4928182065486908
Iter 260, loss = 0.3320559561252594
Iter 261, loss = 0.4017568826675415
Iter 262, loss = 0.42250049114227295
Iter 263, loss = 0.18702976405620575
Iter 264, loss = 0.35342681407928467
Iter 265, loss = 0.3002282977104187
Iter 266, loss = 0.41435834765434265
Iter 267, loss = 0.7240605354309082
Iter 268, loss = 0.3327431082725525
Iter 269, loss = 0.3567958474159241
Iter 270, loss = 0.30215707421302795
Iter 271, loss = 0.2343151867389679
Iter 272, loss = 0.5152977705001831
Iter 273, loss = 0.5714844465255737
Iter 274, loss = 0.23783758282661438
Iter 275, loss = 0.35840293765068054
Iter 276, loss = 0.5558510422706604
Iter 277, loss = 0.4670587480068207
Iter 278, loss = 0.6648199558258057
Iter 279, loss = 0.4228668510913849
Iter 280, loss = 0.20110230147838593
Iter 281, loss = 0.5607941746711731
Iter 282, loss = 0.43981844186782837
Iter 283, loss = 0.2301509827375412
Iter 284, loss = 0.39837947487831116
Iter 285, loss = 0.5279504656791687
Iter 286, loss = 0.44847166538238525
Iter 287, loss = 0.8047111630439758
Iter 288, loss = 0.6752818822860718
Iter 289, loss = 0.459989994764328
Iter 290, loss = 0.39605289697647095
Iter 291, loss = 0.39261022210121155
Iter 292, loss = 0.26768139004707336
Iter 293, loss = 0.35718008875846863
Iter 294, loss = 0.5143870711326599
Iter 295, loss = 0.3361247181892395
Iter 296, loss = 0.520444393157959
Iter 297, loss = 0.35311323404312134
Iter 298, loss = 0.17861954867839813
Iter 299, loss = 0.8045327663421631
Iter 300, loss = 0.29971474409103394
Iter 301, loss = 0.19590064883232117
Iter 302, loss = 0.08879916369915009
Iter 303, loss = 0.1546386033296585
Iter 304, loss = 0.30820637941360474
Iter 305, loss = 0.7015745639801025
Iter 306, loss = 0.47852566838264465
Iter 307, loss = 0.5072868466377258
Iter 308, loss = 0.21618211269378662
Iter 309, loss = 0.25485581159591675
Iter 310, loss = 0.568514883518219
Iter 311, loss = 0.27345526218414307
Iter 312, loss = 0.3915267586708069
Iter 313, loss = 0.5679417252540588
Iter 314, loss = 0.29779136180877686
Iter 315, loss = 0.755017876625061
Iter 316, loss = 0.36366719007492065
Iter 317, loss = 0.5186070799827576
Iter 318, loss = 0.4061724543571472
Iter 319, loss = 0.12203439325094223
Iter 320, loss = 0.34398770332336426
Iter 321, loss = 0.14396779239177704
Iter 322, loss = 0.559790849685669
Iter 323, loss = 0.15756355226039886
Iter 324, loss = 0.45155835151672363
Iter 325, loss = 0.3534057140350342
Iter 326, loss = 0.34528589248657227
Iter 327, loss = 0.44889509677886963
Iter 328, loss = 0.33744165301322937
Iter 329, loss = 0.3351270854473114
Iter 330, loss = 0.2813422381877899
Iter 331, loss = 0.5501481294631958
Iter 332, loss = 0.22169806063175201
Iter 333, loss = 0.3204692304134369
Iter 334, loss = 0.24565960466861725
Iter 335, loss = 0.6300947666168213
Iter 336, loss = 0.45130273699760437
Iter 337, loss = 0.25895124673843384
Iter 338, loss = 0.3901609182357788
Iter 339, loss = 0.4021033048629761
Iter 340, loss = 0.8055992722511292
Iter 341, loss = 0.6148765087127686
Iter 342, loss = 0.4941472113132477
Iter 343, loss = 0.3337695002555847
Iter 344, loss = 0.46547573804855347
Iter 345, loss = 0.19647681713104248
Iter 346, loss = 0.25439950823783875
Iter 347, loss = 0.4834827780723572
Iter 348, loss = 0.3308621942996979
Iter 349, loss = 0.22461703419685364
Iter 350, loss = 0.23876476287841797
Iter 351, loss = 0.6161751747131348
Iter 352, loss = 0.558478832244873
Iter 353, loss = 0.8872665762901306
Iter 354, loss = 0.2680724263191223
Iter 355, loss = 0.48441317677497864
Iter 356, loss = 0.35770201683044434
Iter 357, loss = 0.5324780941009521
Iter 358, loss = 0.2558070421218872
Iter 359, loss = 0.5559497475624084
Iter 360, loss = 0.16227880120277405
Iter 361, loss = 0.446258544921875
Iter 362, loss = 0.3149656653404236
Iter 363, loss = 0.6105912923812866
Iter 364, loss = 0.18268287181854248
Iter 365, loss = 0.6816662549972534
Iter 366, loss = 0.35008716583251953
Iter 367, loss = 0.18118742108345032
Iter 368, loss = 0.3941822052001953
Iter 369, loss = 0.5895953178405762
Iter 370, loss = 0.2895621061325073
Iter 371, loss = 0.2582823932170868
Iter 372, loss = 0.24880877137184143
Iter 373, loss = 0.38384872674942017
Iter 374, loss = 0.35831180214881897
Iter 375, loss = 0.30993136763572693
Iter 376, loss = 0.33103427290916443
Iter 377, loss = 0.406096875667572
Iter 378, loss = 0.4741254150867462
Iter 379, loss = 0.28669533133506775
Iter 380, loss = 0.4195335805416107
Iter 381, loss = 0.48539286851882935
Iter 382, loss = 0.2601536810398102
Iter 383, loss = 0.4041203260421753
Iter 384, loss = 0.26230180263519287
Iter 385, loss = 0.5789523720741272
Iter 386, loss = 0.5579705238342285
Iter 387, loss = 0.4339153468608856
Iter 388, loss = 0.17602308094501495
Iter 389, loss = 0.3765241801738739
Iter 390, loss = 0.12601344287395477
Iter 391, loss = 0.35586947202682495
Iter 392, loss = 0.4841163158416748
Iter 393, loss = 0.4464792311191559
Iter 394, loss = 0.5234560370445251
Iter 395, loss = 0.3061200678348541
Iter 396, loss = 0.4791824221611023
Iter 397, loss = 0.1611882597208023
Iter 398, loss = 0.34033656120300293
Iter 399, loss = 0.18030792474746704
Iter 400, loss = 0.249478280544281
Iter 401, loss = 0.36075520515441895
Iter 402, loss = 0.26914680004119873
Iter 403, loss = 0.34256717562675476
Iter 404, loss = 0.38283151388168335
Iter 405, loss = 0.3549041450023651
Iter 406, loss = 0.3188679814338684
Iter 407, loss = 0.4307641386985779
Iter 408, loss = 0.6054931282997131
Iter 409, loss = 0.6892356872558594
Iter 410, loss = 0.3602316677570343
Iter 411, loss = 0.30090343952178955
Iter 412, loss = 0.35188615322113037
Iter 413, loss = 0.3221273422241211
Iter 414, loss = 0.3221520185470581
Iter 415, loss = 0.4517884850502014
Iter 416, loss = 0.2764842212200165
Iter 417, loss = 0.1970113217830658
Iter 418, loss = 0.7709894776344299
Iter 419, loss = 0.24087372422218323
Iter 420, loss = 0.45744407176971436
Iter 421, loss = 0.40897440910339355
Iter 422, loss = 0.2833896577358246
Iter 423, loss = 0.4439583420753479
Iter 424, loss = 0.16016021370887756
Iter 425, loss = 0.5548763871192932
Iter 426, loss = 0.15753912925720215
Iter 427, loss = 0.39056241512298584
Iter 428, loss = 0.24785569310188293
Iter 429, loss = 0.4558872580528259
Iter 430, loss = 0.18607020378112793
Iter 431, loss = 0.17717914283275604
Iter 432, loss = 0.28609997034072876
Iter 433, loss = 0.3301568329334259
Iter 434, loss = 0.3352850377559662
Iter 435, loss = 0.15982887148857117
Iter 436, loss = 0.19726493954658508
Iter 437, loss = 0.5342001914978027
Iter 438, loss = 0.2408311814069748
Iter 439, loss = 0.18838956952095032
Iter 440, loss = 0.4285236895084381
Iter 441, loss = 0.27801480889320374
Iter 442, loss = 0.32856985926628113
Iter 443, loss = 0.35606899857521057
Iter 444, loss = 0.2721084952354431
Iter 445, loss = 0.13893571496009827
Iter 446, loss = 0.3263060450553894
Iter 447, loss = 0.20314522087574005
Iter 448, loss = 0.4221838712692261
Iter 449, loss = 0.4933439791202545
Iter 450, loss = 0.761436402797699
Iter 451, loss = 0.4050963819026947
Iter 452, loss = 0.3929519057273865
Iter 453, loss = 0.28520524501800537
Iter 454, loss = 0.42103397846221924
Iter 455, loss = 0.20077911019325256
Iter 456, loss = 0.3631000220775604
Iter 457, loss = 0.3578076660633087
Iter 458, loss = 0.3445761501789093
Iter 459, loss = 0.14787589013576508
Iter 460, loss = 0.2540246546268463
Iter 461, loss = 0.3092184066772461
Iter 462, loss = 0.16930797696113586
Iter 463, loss = 0.23978102207183838
Iter 464, loss = 0.4287962317466736
Iter 465, loss = 0.5223498344421387
Iter 466, loss = 0.5963015556335449
Iter 467, loss = 0.22398950159549713
Iter 468, loss = 0.2675461769104004
Iter 469, loss = 0.3265698552131653
Iter 470, loss = 0.23225624859333038
Iter 471, loss = 0.3328729569911957
Iter 472, loss = 0.2759283185005188
Iter 473, loss = 0.7466941475868225
Iter 474, loss = 0.3360973000526428
Iter 475, loss = 0.34490418434143066
Iter 476, loss = 0.40202587842941284
Iter 477, loss = 0.27518340945243835
Iter 478, loss = 0.13464586436748505
Iter 479, loss = 0.3935335874557495
Iter 480, loss = 0.459740549325943
Iter 481, loss = 0.4716242253780365
Iter 482, loss = 0.24456384778022766
Iter 483, loss = 0.2950108051300049
Iter 484, loss = 0.46386632323265076
Iter 485, loss = 0.4274889826774597
Iter 486, loss = 0.34455057978630066
Iter 487, loss = 0.49254918098449707
Iter 488, loss = 0.2586100399494171
Iter 489, loss = 0.2587986886501312
Iter 490, loss = 0.3524630665779114
Iter 491, loss = 0.5611550807952881
Iter 492, loss = 0.22488835453987122
Iter 493, loss = 0.34084028005599976
Iter 494, loss = 0.44530177116394043
Iter 495, loss = 0.30709850788116455
Iter 496, loss = 0.18850894272327423
Iter 497, loss = 0.2683936655521393
Iter 498, loss = 0.7180237174034119
Iter 499, loss = 0.21301685273647308
Iter 500, loss = 0.4825668931007385
Iter 501, loss = 0.5118122100830078
Iter 502, loss = 0.2738856077194214
Iter 503, loss = 0.44785434007644653
Iter 504, loss = 0.2744528353214264
Iter 505, loss = 0.2011701464653015
Iter 506, loss = 0.5534495115280151
Iter 507, loss = 0.13410718739032745
Iter 508, loss = 0.4513530731201172
Iter 509, loss = 0.28637129068374634
Iter 510, loss = 0.2562539577484131
Iter 511, loss = 0.23196780681610107
Iter 512, loss = 0.2756766974925995
Iter 513, loss = 0.19681720435619354
Iter 514, loss = 0.21944886445999146
Iter 515, loss = 0.1765628159046173
Iter 516, loss = 0.4492713212966919
Iter 517, loss = 0.2878032922744751
Iter 518, loss = 0.35038822889328003
Iter 519, loss = 0.486549437046051
Iter 520, loss = 0.26502668857574463
Iter 521, loss = 0.3273237347602844
Iter 522, loss = 0.2569083273410797
Iter 523, loss = 0.43339303135871887
Iter 524, loss = 0.515133798122406
Iter 525, loss = 0.18899722397327423
Iter 526, loss = 0.14114364981651306
Iter 527, loss = 0.3009968101978302
Iter 528, loss = 0.3170020878314972
Iter 529, loss = 0.15786278247833252
Iter 530, loss = 0.10742399841547012
Iter 531, loss = 0.30672797560691833
Iter 532, loss = 0.2974551320075989
Iter 533, loss = 0.3680378794670105
Iter 534, loss = 0.3482426404953003
Iter 535, loss = 0.26911354064941406
Iter 536, loss = 0.33653414249420166
Iter 537, loss = 0.20842522382736206
Iter 538, loss = 0.4285762310028076
Iter 539, loss = 0.1986873298883438
Iter 540, loss = 0.5468896627426147
Iter 541, loss = 0.2172672599554062
Iter 542, loss = 0.28938883543014526
Iter 543, loss = 0.36720389127731323
Iter 544, loss = 0.14050570130348206
Iter 545, loss = 0.17497432231903076
Iter 546, loss = 0.3983043134212494
Iter 547, loss = 0.431246817111969
Iter 548, loss = 0.2964775264263153
Iter 549, loss = 0.2594500780105591
Iter 550, loss = 0.3500077426433563
Iter 551, loss = 0.3348085880279541
Iter 552, loss = 0.33888494968414307
Iter 553, loss = 0.15106728672981262
Iter 554, loss = 0.3159913122653961
Iter 555, loss = 0.18038882315158844
Iter 556, loss = 0.35614874958992004
Iter 557, loss = 0.45788323879241943
Iter 558, loss = 0.26633793115615845
Iter 559, loss = 0.11160901188850403
Iter 560, loss = 0.1660468578338623
Iter 561, loss = 0.5397166013717651
Iter 562, loss = 0.2715147137641907
Iter 563, loss = 0.4440404176712036
Iter 564, loss = 0.35212960839271545
Iter 565, loss = 0.3242448568344116
Iter 566, loss = 0.3016073703765869
Iter 567, loss = 0.24004608392715454
Iter 568, loss = 0.35283493995666504
Iter 569, loss = 0.40535151958465576
Iter 570, loss = 0.3806855082511902
Iter 571, loss = 0.2600712776184082
Iter 572, loss = 0.32189396023750305
Iter 573, loss = 0.12077586352825165
Iter 574, loss = 0.3386388421058655
Iter 575, loss = 0.5369237661361694
Iter 576, loss = 0.317477285861969
Iter 577, loss = 0.11440267413854599
Iter 578, loss = 0.35435864329338074
Iter 579, loss = 0.18116915225982666
Iter 580, loss = 0.09272782504558563
Iter 581, loss = 0.18118658661842346
Iter 582, loss = 0.1228850781917572
Iter 583, loss = 0.3032483160495758
Iter 584, loss = 0.3050454258918762
Iter 585, loss = 0.3157745599746704
Iter 586, loss = 0.1566080003976822
Iter 587, loss = 0.4346063733100891
Iter 588, loss = 0.6729046106338501
Iter 589, loss = 0.36377277970314026
Iter 590, loss = 0.38442766666412354
Iter 591, loss = 0.39429840445518494
Iter 592, loss = 0.1605522185564041
Iter 593, loss = 0.2128106653690338
Iter 594, loss = 0.37492823600769043
Iter 595, loss = 0.6709848642349243
Iter 596, loss = 0.5698412656784058
Iter 597, loss = 0.3244137465953827
Iter 598, loss = 0.24971993267536163
Iter 599, loss = 0.25165224075317383
Iter 600, loss = 0.21418718993663788
Iter 601, loss = 0.4177231788635254
Iter 602, loss = 0.2688038945198059
Iter 603, loss = 0.3119032382965088
Iter 604, loss = 0.25693297386169434
Iter 605, loss = 0.42169588804244995
Iter 606, loss = 0.25208768248558044
Iter 607, loss = 0.3234744966030121
Iter 608, loss = 0.1688753366470337
Iter 609, loss = 0.3759233057498932
Iter 610, loss = 0.12701848149299622
Iter 611, loss = 0.11796516925096512
Iter 612, loss = 0.23214274644851685
Iter 613, loss = 0.3961910009384155
Iter 614, loss = 0.24953436851501465
Iter 615, loss = 0.5300165414810181
Iter 616, loss = 0.2638392150402069
Iter 617, loss = 0.3066025674343109
Iter 618, loss = 0.18880778551101685
Iter 619, loss = 0.5005910396575928
Iter 620, loss = 0.22561368346214294
Iter 621, loss = 0.11419746279716492
Iter 622, loss = 0.6777458190917969
Iter 623, loss = 0.16847626864910126
Iter 624, loss = 0.1719682514667511
Iter 625, loss = 0.2899245321750641
Iter 626, loss = 0.4201916456222534
Iter 627, loss = 0.1863085776567459
Iter 628, loss = 0.5648841857910156
Iter 629, loss = 0.4452188014984131
Iter 630, loss = 0.2326752096414566
Iter 631, loss = 0.29111248254776
Iter 632, loss = 0.3590888977050781
Iter 633, loss = 0.2994961142539978
Iter 634, loss = 0.5922141075134277
Iter 635, loss = 0.2753324508666992
Iter 636, loss = 0.2651582360267639
Iter 637, loss = 0.5037328600883484
Iter 638, loss = 0.11871815472841263
Iter 639, loss = 0.18315556645393372
Iter 640, loss = 0.2338404357433319
Iter 641, loss = 0.5938923358917236
Iter 642, loss = 0.3636557459831238
Iter 643, loss = 0.124945268034935
Iter 644, loss = 0.14621809124946594
Iter 645, loss = 0.16869206726551056
Iter 646, loss = 0.2933855652809143
Iter 647, loss = 0.4255679249763489
Iter 648, loss = 0.24721123278141022
Iter 649, loss = 0.37765058875083923
Iter 650, loss = 0.15655028820037842
Iter 651, loss = 0.21274517476558685
Iter 652, loss = 0.16902124881744385
Iter 653, loss = 0.19449041783809662
Iter 654, loss = 0.1311490684747696
Iter 655, loss = 0.38339948654174805
Iter 656, loss = 0.15921811759471893
Iter 657, loss = 0.14204278588294983
Iter 658, loss = 0.2817811369895935
Iter 659, loss = 0.5343702435493469
Iter 660, loss = 0.5033087730407715
Iter 661, loss = 0.20801037549972534
Iter 662, loss = 0.2545490860939026
Iter 663, loss = 0.10882972180843353
Iter 664, loss = 0.23835283517837524
Iter 665, loss = 0.37233054637908936
Iter 666, loss = 0.15583191812038422
Iter 667, loss = 0.40271425247192383
Iter 668, loss = 0.30585601925849915
Iter 669, loss = 0.5939632058143616
Iter 670, loss = 0.29653316736221313
Iter 671, loss = 0.31179559230804443
Iter 672, loss = 0.17075656354427338
Iter 673, loss = 0.4016100764274597
Iter 674, loss = 0.38325345516204834
Iter 675, loss = 0.2632373571395874
Iter 676, loss = 0.2737119495868683
Iter 677, loss = 0.42391371726989746
Iter 678, loss = 0.12924249470233917
Iter 679, loss = 0.25894901156425476
Iter 680, loss = 0.22249291837215424
Iter 681, loss = 0.33487027883529663
Iter 682, loss = 0.28436532616615295
Iter 683, loss = 0.35662826895713806
Iter 684, loss = 0.2073630541563034
Iter 685, loss = 0.3230370283126831
Iter 686, loss = 0.2868609130382538
Iter 687, loss = 0.18309597671031952
Iter 688, loss = 0.29856735467910767
Iter 689, loss = 0.3650329113006592
Iter 690, loss = 0.3011571168899536
Iter 691, loss = 0.3142886161804199
Iter 692, loss = 0.3340974450111389
Iter 693, loss = 0.1434139758348465
Iter 694, loss = 0.5709860324859619
Iter 695, loss = 0.3312723636627197
Iter 696, loss = 0.14045564830303192
Iter 697, loss = 0.17484937608242035
Iter 698, loss = 0.3979441225528717
Iter 699, loss = 0.2959892153739929
Iter 700, loss = 0.12732650339603424
Iter 701, loss = 0.1218578964471817
Iter 702, loss = 0.23032057285308838
Iter 703, loss = 0.16415032744407654
Iter 704, loss = 0.35712453722953796
Iter 705, loss = 0.4530276358127594
Iter 706, loss = 0.4254870116710663
Iter 707, loss = 0.13174909353256226
Iter 708, loss = 0.5711323022842407
Iter 709, loss = 0.3193458914756775
Iter 710, loss = 0.23516590893268585
Iter 711, loss = 0.27356040477752686
Iter 712, loss = 0.3565029799938202
Iter 713, loss = 0.2697076201438904
Iter 714, loss = 0.3049735426902771
Iter 715, loss = 0.2795092761516571
Iter 716, loss = 0.23603612184524536
Iter 717, loss = 0.1340894252061844
Iter 718, loss = 0.1324714720249176
Iter 719, loss = 0.3558647036552429
