Loading model from lenet.torchmodel
Initial accuracy = 0.9825
Pruning Threshold = 0.16056071370840072
Number of pruned params = 46238 out of 61706 total params
Fraction of params pruned = 74.93274560010373%
Fraction of zero params = 74.93274560010373%
Accuracy after pruning = 0.795
Iter 0, loss = 1.1530011892318726
Iter 48, loss = 0.5660813450813293
Iter 49, loss = 0.7821941375732422
Iter 50, loss = 0.7469373941421509
Iter 51, loss = 1.037482500076294
Iter 52, loss = 0.7004044651985168
Iter 53, loss = 0.5716338157653809
Iter 54, loss = 0.620724081993103
Iter 55, loss = 0.690827488899231
Iter 56, loss = 0.7698508501052856
Iter 57, loss = 0.7999262809753418
Iter 58, loss = 0.8845952153205872
Iter 59, loss = 0.9473419785499573
Iter 60, loss = 0.6894537210464478
Iter 61, loss = 1.0403361320495605
Iter 62, loss = 0.6768782138824463
Iter 63, loss = 0.56769859790802
Iter 64, loss = 0.6167369484901428
Iter 65, loss = 0.720473051071167
Iter 66, loss = 0.7808039784431458
Iter 67, loss = 0.7922649383544922
Iter 68, loss = 0.7389237880706787
Iter 69, loss = 0.7630886435508728
Iter 70, loss = 1.0102275609970093
Iter 71, loss = 0.7984135150909424
Iter 72, loss = 0.7297074198722839
Iter 73, loss = 0.9285445213317871
Iter 74, loss = 0.9507826566696167
Iter 75, loss = 0.5706503987312317
Iter 76, loss = 1.186050534248352
Iter 77, loss = 0.940933346748352
Iter 78, loss = 0.7622995972633362
Iter 79, loss = 0.8879541158676147
Iter 80, loss = 0.610456645488739
Iter 81, loss = 0.7167274951934814
Iter 82, loss = 0.5012398362159729
Iter 83, loss = 0.8508618474006653
Iter 84, loss = 0.5211571455001831
Iter 85, loss = 0.7838240265846252
Iter 86, loss = 0.6220203638076782
Iter 87, loss = 0.5496723651885986
Iter 88, loss = 0.6636829972267151
Iter 89, loss = 0.6551712155342102
Iter 90, loss = 0.84200519323349
Iter 91, loss = 0.7117102742195129
Iter 92, loss = 0.4510442018508911
Iter 93, loss = 1.0065948963165283
Iter 94, loss = 0.5960140228271484
Iter 95, loss = 0.5700676441192627
Iter 96, loss = 0.8690443634986877
Iter 97, loss = 0.8711988925933838
Iter 98, loss = 0.5644102096557617
Iter 99, loss = 0.6326109170913696
Iter 100, loss = 0.7313015460968018
Iter 101, loss = 0.548592746257782
Iter 102, loss = 1.1117210388183594
Iter 103, loss = 0.8725947141647339
Iter 104, loss = 0.6264795064926147
Iter 105, loss = 0.982832670211792
Iter 106, loss = 0.6400254368782043
Iter 107, loss = 0.6941074728965759
Iter 108, loss = 0.6671669483184814
Iter 109, loss = 0.8849039077758789
Iter 110, loss = 0.846056342124939
Iter 111, loss = 0.8547991514205933
Iter 112, loss = 0.726433515548706
Iter 113, loss = 0.5325263738632202
Iter 114, loss = 0.4882308542728424
Iter 115, loss = 0.8692390322685242
Iter 116, loss = 0.7530834674835205
Iter 117, loss = 0.7812087535858154
Iter 118, loss = 0.5638845562934875
Iter 119, loss = 0.6374051570892334
Iter 120, loss = 0.5716102719306946
Iter 121, loss = 0.5570874214172363
Iter 122, loss = 0.7441064715385437
Iter 123, loss = 0.7137655019760132
Iter 124, loss = 0.6947330236434937
Iter 125, loss = 0.5216516256332397
Iter 126, loss = 0.3333844840526581
Iter 127, loss = 0.3165206015110016
Iter 128, loss = 0.40822720527648926
Iter 129, loss = 0.6831103563308716
Iter 130, loss = 0.7877301573753357
Iter 131, loss = 0.5096575617790222
Iter 132, loss = 0.5967506170272827
Iter 133, loss = 0.6137603521347046
Iter 134, loss = 0.7243967056274414
Iter 135, loss = 0.6630240678787231
Iter 136, loss = 0.67393559217453
Iter 137, loss = 0.48403578996658325
Iter 138, loss = 0.9269700050354004
Iter 139, loss = 0.4904506802558899
Iter 140, loss = 0.6938491463661194
Iter 141, loss = 0.6676246523857117
Iter 142, loss = 0.6941044330596924
Iter 143, loss = 0.6877277493476868
Iter 144, loss = 0.480694055557251
Iter 145, loss = 0.6214238405227661
Iter 146, loss = 0.6813794374465942
Iter 147, loss = 0.5823871493339539
Iter 148, loss = 0.6468985080718994
Iter 149, loss = 0.7165505290031433
Iter 150, loss = 0.6016819477081299
Iter 151, loss = 0.5952972173690796
Iter 152, loss = 0.4092665910720825
Iter 153, loss = 0.5481332540512085
Iter 154, loss = 0.47632813453674316
Iter 155, loss = 0.4892117977142334
Iter 156, loss = 0.374983549118042
Iter 157, loss = 0.5855183005332947
Iter 158, loss = 0.6655067205429077
Iter 159, loss = 0.42511990666389465
Iter 160, loss = 0.7580390572547913
Iter 161, loss = 0.5921816229820251
Iter 162, loss = 0.5048350095748901
Iter 163, loss = 0.6216800212860107
Iter 164, loss = 0.4799361824989319
Iter 165, loss = 0.784041702747345
Iter 166, loss = 0.685621976852417
Iter 167, loss = 0.6221061944961548
Iter 168, loss = 0.5116624236106873
Iter 169, loss = 0.7939916849136353
Iter 170, loss = 0.5087896585464478
Iter 171, loss = 0.666780948638916
Iter 172, loss = 0.6071516871452332
Iter 173, loss = 0.5812722444534302
Iter 174, loss = 0.4088258147239685
Iter 175, loss = 0.5937868356704712
Iter 176, loss = 0.8308004140853882
Iter 177, loss = 0.5264098048210144
Iter 178, loss = 0.6192225217819214
Iter 179, loss = 0.7688547968864441
Iter 180, loss = 0.5545912981033325
Iter 181, loss = 0.41606950759887695
Iter 182, loss = 0.8912366628646851
Iter 183, loss = 0.7287915945053101
Iter 184, loss = 0.46508315205574036
Iter 185, loss = 0.4828219711780548
Iter 186, loss = 0.41614145040512085
Iter 187, loss = 0.5831931233406067
Iter 188, loss = 0.629892110824585
Iter 189, loss = 0.6679390072822571
Iter 190, loss = 0.5327113270759583
Iter 191, loss = 0.3465462028980255
Iter 192, loss = 0.48320668935775757
Iter 193, loss = 0.4989292323589325
Iter 194, loss = 0.5868790149688721
Iter 195, loss = 0.5130146741867065
Iter 196, loss = 0.4676218628883362
Iter 197, loss = 0.4497174322605133
Iter 198, loss = 0.29477447271347046
Iter 199, loss = 0.5778838396072388
Iter 200, loss = 0.535715639591217
Iter 201, loss = 0.4826725721359253
Iter 202, loss = 0.3446705937385559
Iter 203, loss = 0.4712047576904297
Iter 204, loss = 0.8884159326553345
Iter 205, loss = 0.5165123343467712
Iter 206, loss = 0.4773119390010834
Iter 207, loss = 0.5944483280181885
Iter 208, loss = 0.4376770257949829
Iter 209, loss = 0.6349292993545532
Iter 210, loss = 0.5776600241661072
Iter 211, loss = 0.27873319387435913
Iter 212, loss = 0.456050306558609
Iter 213, loss = 0.3991013169288635
Iter 214, loss = 0.7280552387237549
Iter 215, loss = 0.5568718910217285
Iter 216, loss = 0.4458240270614624
Iter 217, loss = 0.6038601994514465
Iter 218, loss = 0.42500945925712585
Iter 219, loss = 0.45850712060928345
Iter 220, loss = 0.5616284608840942
Iter 221, loss = 0.49525511264801025
Iter 222, loss = 0.3597692847251892
Iter 223, loss = 0.3928190767765045
Iter 224, loss = 0.3752360939979553
Iter 225, loss = 0.2918580174446106
Iter 226, loss = 0.34535178542137146
Iter 227, loss = 0.321423202753067
Iter 228, loss = 0.622747004032135
Iter 229, loss = 0.3452461361885071
Iter 230, loss = 0.6029217839241028
Iter 231, loss = 0.3600708544254303
Iter 232, loss = 0.5490015149116516
Iter 233, loss = 0.3234110176563263
Iter 234, loss = 0.508713960647583
Iter 235, loss = 0.4149777293205261
Iter 236, loss = 0.41667988896369934
Iter 237, loss = 0.3395110070705414
Iter 238, loss = 0.5661101341247559
Iter 239, loss = 0.34165120124816895
Iter 240, loss = 0.4945929944515228
Iter 241, loss = 0.4123593270778656
Iter 242, loss = 0.5401405096054077
Iter 243, loss = 0.4034574329853058
Iter 244, loss = 0.2838330864906311
Iter 245, loss = 0.4639541506767273
Iter 246, loss = 0.36772993206977844
Iter 247, loss = 0.4541349709033966
Iter 248, loss = 0.746583878993988
Iter 249, loss = 0.4731944799423218
Iter 250, loss = 0.45497334003448486
Iter 251, loss = 0.6804630756378174
Iter 252, loss = 0.32977378368377686
Iter 253, loss = 0.18504416942596436
Iter 254, loss = 0.2726864814758301
Iter 255, loss = 0.5223177671432495
Iter 256, loss = 0.3469412922859192
Iter 257, loss = 0.3653649091720581
Iter 258, loss = 0.3773602843284607
Iter 259, loss = 0.6066210269927979
Iter 260, loss = 0.21797019243240356
Iter 261, loss = 0.3223612606525421
Iter 262, loss = 0.35646528005599976
Iter 263, loss = 0.39011150598526
Iter 264, loss = 0.3404109477996826
Iter 265, loss = 0.4832053780555725
Iter 266, loss = 0.3862040340900421
Iter 267, loss = 0.3479067385196686
Iter 268, loss = 0.26467961072921753
Iter 269, loss = 0.6008590459823608
Iter 270, loss = 0.47139185667037964
Iter 271, loss = 0.35460028052330017
Iter 272, loss = 0.4815167486667633
Iter 273, loss = 0.49357080459594727
Iter 274, loss = 0.387687087059021
Iter 275, loss = 0.39755094051361084
Iter 276, loss = 0.3599490821361542
Iter 277, loss = 0.3109171986579895
Iter 278, loss = 0.47531867027282715
Iter 279, loss = 0.3547772169113159
Iter 280, loss = 0.47955137491226196
Iter 281, loss = 0.35798904299736023
Iter 282, loss = 0.4656810760498047
Iter 283, loss = 0.4044811725616455
Iter 284, loss = 0.47150230407714844
Iter 285, loss = 0.36547404527664185
Iter 286, loss = 0.6080827713012695
Iter 287, loss = 0.44935786724090576
Iter 288, loss = 0.5047969222068787
Iter 289, loss = 0.22598221898078918
Iter 290, loss = 0.38504430651664734
Iter 291, loss = 0.41321444511413574
Iter 292, loss = 0.35607874393463135
Iter 293, loss = 0.38464266061782837
Iter 294, loss = 0.49356088042259216
Iter 295, loss = 0.44344842433929443
Iter 296, loss = 0.48589593172073364
Iter 297, loss = 0.27982208132743835
Iter 298, loss = 0.2740490436553955
Iter 299, loss = 0.2231260985136032
Iter 300, loss = 0.5090378522872925
Iter 301, loss = 0.34143194556236267
Iter 302, loss = 0.33716195821762085
Iter 303, loss = 0.4548951983451843
Iter 304, loss = 0.3331853747367859
Iter 305, loss = 0.4337802231311798
Iter 306, loss = 0.21497003734111786
Iter 307, loss = 0.41108882427215576
Iter 308, loss = 0.30486947298049927
Iter 309, loss = 0.26978930830955505
Iter 310, loss = 0.2524588406085968
Iter 311, loss = 0.5630865097045898
Iter 312, loss = 0.26721882820129395
Iter 313, loss = 0.4180576205253601
Iter 314, loss = 0.3755013346672058
Iter 315, loss = 0.38164588809013367
Iter 316, loss = 0.2612486779689789
Iter 317, loss = 0.4138425588607788
Iter 318, loss = 0.3730487823486328
Iter 319, loss = 0.3793947696685791
Iter 320, loss = 0.16716405749320984
Iter 321, loss = 0.3150351047515869
Iter 322, loss = 0.3160274922847748
Iter 323, loss = 0.2688492238521576
Iter 324, loss = 0.36403679847717285
Iter 325, loss = 0.42129629850387573
Iter 326, loss = 0.4434818923473358
Iter 327, loss = 0.5643028020858765
Iter 328, loss = 0.1682295799255371
Iter 329, loss = 0.3704540431499481
Iter 330, loss = 0.29336023330688477
Iter 331, loss = 0.40610116720199585
Iter 332, loss = 0.28153765201568604
Iter 333, loss = 0.15948203206062317
Iter 334, loss = 0.4495781660079956
Iter 335, loss = 0.25411081314086914
Iter 336, loss = 0.35535532236099243
Iter 337, loss = 0.2611340582370758
Iter 338, loss = 0.46920451521873474
Iter 339, loss = 0.5831027626991272
Iter 340, loss = 0.3052181005477905
Iter 341, loss = 0.23194141685962677
Iter 342, loss = 0.3646942377090454
Iter 343, loss = 0.45229923725128174
Iter 344, loss = 0.2653803825378418
Iter 345, loss = 0.21729163825511932
Iter 346, loss = 0.19589629769325256
Iter 347, loss = 0.26271378993988037
Iter 348, loss = 0.5606327652931213
Iter 349, loss = 0.39482176303863525
Iter 350, loss = 0.34005817770957947
Iter 351, loss = 0.479914128780365
Iter 352, loss = 0.4535458981990814
Iter 353, loss = 0.5216489434242249
Iter 354, loss = 0.5091140866279602
Iter 355, loss = 0.36929166316986084
Iter 356, loss = 0.15134471654891968
Iter 357, loss = 0.16447332501411438
Iter 358, loss = 0.29431992769241333
Iter 359, loss = 0.375700980424881
Iter 360, loss = 0.35447171330451965
Iter 361, loss = 0.5587512254714966
Iter 362, loss = 0.19545228779315948
Iter 363, loss = 0.4475524425506592
Iter 364, loss = 0.3435007333755493
Iter 365, loss = 0.385198712348938
Iter 366, loss = 0.5646477341651917
Iter 367, loss = 0.4120551347732544
Iter 368, loss = 0.1331917643547058
Iter 369, loss = 0.29749226570129395
Iter 370, loss = 0.4550112187862396
Iter 371, loss = 0.34928324818611145
Iter 372, loss = 0.38837072253227234
Iter 373, loss = 0.3594895601272583
Iter 374, loss = 0.36206620931625366
Iter 375, loss = 0.5440577268600464
Iter 376, loss = 0.35343682765960693
Iter 377, loss = 0.18086107075214386
Iter 378, loss = 0.4503018856048584
Iter 379, loss = 0.33205240964889526
Iter 380, loss = 0.3953824043273926
Iter 381, loss = 0.3092432916164398
Iter 382, loss = 0.3668479919433594
Iter 383, loss = 0.11971670389175415
Iter 384, loss = 0.4757964611053467
Iter 385, loss = 0.257393479347229
Iter 386, loss = 0.33355391025543213
Iter 387, loss = 0.29864928126335144
Iter 388, loss = 0.33682990074157715
Iter 389, loss = 0.25129783153533936
Iter 390, loss = 0.3001861572265625
Iter 391, loss = 0.2906622886657715
Iter 392, loss = 0.25509709119796753
Iter 393, loss = 0.3146199584007263
Iter 394, loss = 0.32647329568862915
Iter 395, loss = 0.3822409510612488
Iter 396, loss = 0.29901930689811707
Iter 397, loss = 0.20895788073539734
Iter 398, loss = 0.2806711196899414
Iter 399, loss = 0.4335040748119354
Iter 400, loss = 0.23150639235973358
Iter 401, loss = 0.37366604804992676
Iter 402, loss = 0.3305208086967468
Iter 403, loss = 0.13237714767456055
Iter 404, loss = 0.3397236466407776
Iter 405, loss = 0.7419117093086243
Iter 406, loss = 0.3489246964454651
Iter 407, loss = 0.40578603744506836
Iter 408, loss = 0.33066922426223755
Iter 409, loss = 0.1916695237159729
Iter 410, loss = 0.2947384715080261
Iter 411, loss = 0.24870777130126953
Iter 412, loss = 0.3375716209411621
Iter 413, loss = 0.23184996843338013
Iter 414, loss = 0.2986006736755371
Iter 415, loss = 0.23527881503105164
Iter 416, loss = 0.19701795279979706
Iter 417, loss = 0.45172739028930664
Iter 418, loss = 0.30652502179145813
Iter 419, loss = 0.3022608160972595
Iter 420, loss = 0.3483518958091736
Iter 421, loss = 0.3600330948829651
Iter 422, loss = 0.4764605164527893
Iter 423, loss = 0.261993408203125
Iter 424, loss = 0.27078282833099365
Iter 425, loss = 0.31399106979370117
Iter 426, loss = 0.29298436641693115
Iter 427, loss = 0.47571271657943726
Iter 428, loss = 0.276809960603714
Iter 429, loss = 0.1754695177078247
Iter 430, loss = 0.17473441362380981
Iter 431, loss = 0.32754993438720703
Iter 432, loss = 0.41408979892730713
Iter 433, loss = 0.16317081451416016
Iter 434, loss = 0.43350720405578613
Iter 435, loss = 0.40829479694366455
Iter 436, loss = 0.3334924578666687
Iter 437, loss = 0.2423873394727707
Iter 438, loss = 0.23038363456726074
Iter 439, loss = 0.21009990572929382
Iter 440, loss = 0.24814508855342865
Iter 441, loss = 0.29473310708999634
Iter 442, loss = 0.20632949471473694
Iter 443, loss = 0.25766196846961975
Iter 444, loss = 0.3321017622947693
Iter 445, loss = 0.08820056915283203
Iter 446, loss = 0.19606834650039673
Iter 447, loss = 0.21368539333343506
Iter 448, loss = 0.4951534569263458
Iter 449, loss = 0.16293443739414215
Iter 450, loss = 0.32816368341445923
Iter 451, loss = 0.15001635253429413
Iter 452, loss = 0.16605563461780548
Iter 453, loss = 0.28348708152770996
Iter 454, loss = 0.2806283235549927
Iter 455, loss = 0.5131655931472778
Iter 456, loss = 0.49362999200820923
Iter 457, loss = 0.3088545799255371
Iter 458, loss = 0.35513895750045776
Iter 459, loss = 0.3241610527038574
Iter 460, loss = 0.19242733716964722
Iter 461, loss = 0.2807023227214813
Iter 462, loss = 0.3477736711502075
Iter 463, loss = 0.7663755416870117
Iter 464, loss = 0.3074720501899719
Iter 465, loss = 0.2188045233488083
Iter 466, loss = 0.34963420033454895
Iter 467, loss = 0.3127991259098053
Iter 468, loss = 0.2956562042236328
Iter 469, loss = 0.3698770999908447
Iter 470, loss = 0.2310936450958252
Iter 471, loss = 0.28180989623069763
Iter 472, loss = 0.22837390005588531
Iter 473, loss = 0.42874985933303833
Iter 474, loss = 0.4004763960838318
Iter 475, loss = 0.278869092464447
Iter 476, loss = 0.28931254148483276
Iter 477, loss = 0.24711573123931885
Iter 478, loss = 0.4197961091995239
Iter 479, loss = 0.2815818190574646
Iter 480, loss = 0.19983364641666412
Iter 481, loss = 0.40885764360427856
Iter 482, loss = 0.4398784637451172
Iter 483, loss = 0.2543851137161255
Iter 484, loss = 0.31697604060173035
Iter 485, loss = 0.37949666380882263
Iter 486, loss = 0.23562130331993103
Iter 487, loss = 0.40251094102859497
Iter 488, loss = 0.23447266221046448
Iter 489, loss = 0.21465370059013367
Iter 490, loss = 0.2833022475242615
Iter 491, loss = 0.45889440178871155
Iter 492, loss = 0.48276421427726746
Iter 493, loss = 0.14617034792900085
Iter 494, loss = 0.4820048213005066
Iter 495, loss = 0.11758380383253098
Iter 496, loss = 0.2557580769062042
Iter 497, loss = 0.23803147673606873
Iter 498, loss = 0.32081636786460876
Iter 499, loss = 0.2975545823574066
Iter 500, loss = 0.23832575976848602
Iter 501, loss = 0.49796631932258606
Iter 502, loss = 0.2665398120880127
Iter 503, loss = 0.5377744436264038
Iter 504, loss = 0.31277069449424744
Iter 505, loss = 0.18420585989952087
Iter 506, loss = 0.22421853244304657
Iter 507, loss = 0.2744710147380829
Iter 508, loss = 0.43203669786453247
Iter 509, loss = 0.13659335672855377
Iter 510, loss = 0.2338874191045761
Iter 511, loss = 0.2781963646411896
Iter 512, loss = 0.2201831042766571
Iter 513, loss = 0.2711308002471924
Iter 514, loss = 0.5702584385871887
Iter 515, loss = 0.27848726511001587
Iter 516, loss = 0.16197112202644348
Iter 517, loss = 0.1832951307296753
Iter 518, loss = 0.3218698799610138
Iter 519, loss = 0.24893517792224884
Iter 520, loss = 0.5394810438156128
Iter 521, loss = 0.11840620636940002
Iter 522, loss = 0.3898586630821228
Iter 523, loss = 0.22993212938308716
Iter 524, loss = 0.28517773747444153
Iter 525, loss = 0.171843022108078
Iter 526, loss = 0.3881096839904785
Iter 527, loss = 0.2832339406013489
Iter 528, loss = 0.30038321018218994
Iter 529, loss = 0.2253098338842392
Iter 530, loss = 0.37539851665496826
Iter 531, loss = 0.20395930111408234
Iter 532, loss = 0.4234424829483032
Iter 533, loss = 0.09547902643680573
Iter 534, loss = 0.08283685892820358
Iter 535, loss = 0.24736499786376953
Iter 536, loss = 0.4106491506099701
Iter 537, loss = 0.18720942735671997
Iter 538, loss = 0.1409972459077835
Iter 539, loss = 0.1444014608860016
Iter 540, loss = 0.19182612001895905
Iter 541, loss = 0.3551395833492279
Iter 542, loss = 0.3040470480918884
Iter 543, loss = 0.5305787920951843
Iter 544, loss = 0.28256165981292725
Iter 545, loss = 0.21216674149036407
Iter 546, loss = 0.15366537868976593
Iter 547, loss = 0.37745270133018494
Iter 548, loss = 0.10464228689670563
Iter 549, loss = 0.3940737843513489
Iter 550, loss = 0.14709992706775665
Iter 551, loss = 0.10187283903360367
Iter 552, loss = 0.2252819836139679
Iter 553, loss = 0.20426978170871735
Iter 554, loss = 0.45373788475990295
Iter 555, loss = 0.4124458432197571
Iter 556, loss = 0.31042999029159546
Iter 557, loss = 0.20488248765468597
Iter 558, loss = 0.2069217711687088
Iter 559, loss = 0.08485864847898483
Iter 560, loss = 0.1309029757976532
Iter 561, loss = 0.18384559452533722
Iter 562, loss = 0.08791858702898026
Iter 563, loss = 0.14230801165103912
Iter 564, loss = 0.22681362926959991
Iter 565, loss = 0.2130405753850937
Iter 566, loss = 0.1389300525188446
Iter 567, loss = 0.4692254364490509
Iter 568, loss = 0.2767847776412964
Iter 569, loss = 0.23869013786315918
Iter 570, loss = 0.3405161499977112
Iter 571, loss = 0.31267595291137695
Iter 572, loss = 0.08118036389350891
Iter 573, loss = 0.1498902440071106
Iter 574, loss = 0.08781507611274719
Iter 575, loss = 0.20654886960983276
Iter 576, loss = 0.14467304944992065
Iter 577, loss = 0.16924148797988892
Iter 578, loss = 0.16599614918231964
Iter 579, loss = 0.07405424118041992
Iter 580, loss = 0.20842847228050232
Iter 581, loss = 0.29080861806869507
Iter 582, loss = 0.05924023687839508
Iter 583, loss = 0.11959215998649597
Iter 584, loss = 0.3397432267665863
Iter 585, loss = 0.4962066411972046
Iter 586, loss = 0.12026213109493256
Iter 587, loss = 0.5843724012374878
Iter 588, loss = 0.10220953077077866
Iter 589, loss = 0.3527853488922119
Iter 590, loss = 0.25492537021636963
Iter 591, loss = 0.38429948687553406
Iter 592, loss = 0.1253819614648819
Iter 593, loss = 0.29250165820121765
Iter 594, loss = 0.1945165991783142
Iter 595, loss = 0.22934718430042267
Iter 596, loss = 0.2389073371887207
Iter 597, loss = 0.05111751705408096
Iter 598, loss = 0.24799910187721252
Iter 599, loss = 0.08649851381778717
Iter 600, loss = 0.2645631730556488
Iter 601, loss = 0.2266501635313034
Iter 602, loss = 0.2119467556476593
Iter 603, loss = 0.25011080503463745
Iter 604, loss = 0.078504778444767
Iter 605, loss = 0.19097542762756348
Iter 606, loss = 0.3295859694480896
Iter 607, loss = 0.3169368505477905
Iter 608, loss = 0.15283599495887756
Iter 609, loss = 0.4061429500579834
Iter 610, loss = 0.21703141927719116
Iter 611, loss = 0.35756564140319824
Iter 612, loss = 0.1712525337934494
Iter 613, loss = 0.38516953587532043
Iter 614, loss = 0.1917450726032257
Iter 615, loss = 0.28144484758377075
Iter 616, loss = 0.2110132873058319
Iter 617, loss = 0.42160385847091675
Iter 618, loss = 0.2693473994731903
Iter 619, loss = 0.09822550415992737
Iter 620, loss = 0.20687535405158997
Iter 621, loss = 0.4408413767814636
Iter 622, loss = 0.20517730712890625
Iter 623, loss = 0.22084273397922516
Iter 624, loss = 0.34729334712028503
Iter 625, loss = 0.18246150016784668
Iter 626, loss = 0.11110658943653107
Iter 627, loss = 0.13540852069854736
Iter 628, loss = 0.22438116371631622
Iter 629, loss = 0.2512804865837097
Iter 630, loss = 0.2990378737449646
Iter 631, loss = 0.2984086573123932
Iter 632, loss = 0.12220963090658188
Iter 633, loss = 0.11539556831121445
Iter 634, loss = 0.24935096502304077
Iter 635, loss = 0.16557875275611877
Iter 636, loss = 0.20324018597602844
Iter 637, loss = 0.4841400682926178
Iter 638, loss = 0.22794446349143982
Iter 639, loss = 0.12958526611328125
Iter 640, loss = 0.1649286150932312
Iter 641, loss = 0.17284853756427765
Iter 642, loss = 0.08253494650125504
Iter 643, loss = 0.28365883231163025
Iter 644, loss = 0.100688137114048
Iter 645, loss = 0.15425549447536469
Iter 646, loss = 0.24679839611053467
Iter 647, loss = 0.11346229910850525
Iter 648, loss = 0.36917904019355774
Iter 649, loss = 0.2345091998577118
Iter 650, loss = 0.13698068261146545
Iter 651, loss = 0.29191216826438904
Iter 652, loss = 0.3144919276237488
Iter 653, loss = 0.17581237852573395
Iter 654, loss = 0.10808542370796204
Iter 655, loss = 0.21246474981307983
Iter 656, loss = 0.21972742676734924
Iter 657, loss = 0.296283096075058
Iter 658, loss = 0.11487510800361633
Iter 659, loss = 0.19032739102840424
Iter 660, loss = 0.15277884900569916
Iter 661, loss = 0.2590360641479492
Iter 662, loss = 0.1838858425617218
Iter 663, loss = 0.11018465459346771
Iter 664, loss = 0.09440653771162033
Iter 665, loss = 0.39864158630371094
Iter 666, loss = 0.19593490660190582
Iter 667, loss = 0.17940835654735565
Iter 668, loss = 0.12692046165466309
Iter 669, loss = 0.40980103611946106
Iter 670, loss = 0.31404104828834534
Iter 671, loss = 0.07385710626840591
Iter 672, loss = 0.38205718994140625
Iter 673, loss = 0.2425922155380249
Iter 674, loss = 0.1923060417175293
Iter 675, loss = 0.17924553155899048
Iter 676, loss = 0.23971010744571686
Iter 677, loss = 0.11572952568531036
Iter 678, loss = 0.13853338360786438
Iter 679, loss = 0.2112148255109787
Iter 680, loss = 0.33382076025009155
Iter 681, loss = 0.20170778036117554
Iter 682, loss = 0.11936445534229279
Iter 683, loss = 0.233198344707489
Iter 684, loss = 0.12493307888507843
Iter 685, loss = 0.21000702679157257
Iter 686, loss = 0.205893412232399
Iter 687, loss = 0.15603971481323242
Iter 688, loss = 0.16240276396274567
Iter 689, loss = 0.07148811221122742
Iter 690, loss = 0.19691185653209686
Iter 691, loss = 0.12445830553770065
Iter 692, loss = 0.11229825019836426
Iter 693, loss = 0.4689125716686249
Iter 694, loss = 0.22807638347148895
Iter 695, loss = 0.17291489243507385
Iter 696, loss = 0.07891054451465607
Iter 697, loss = 0.28219616413116455
Iter 698, loss = 0.38128861784935
Iter 699, loss = 0.1852860450744629
Iter 700, loss = 0.15425467491149902
Iter 701, loss = 0.15554536879062653
Iter 702, loss = 0.10311562567949295
Iter 703, loss = 0.24910712242126465
Iter 704, loss = 0.347612589597702
Iter 705, loss = 0.12010767310857773
Iter 706, loss = 0.1319381594657898
Iter 707, loss = 0.25476324558258057
Iter 708, loss = 0.12547776103019714
Iter 709, loss = 0.2024441808462143
Iter 710, loss = 0.3972931206226349
Iter 711, loss = 0.14949931204319
Iter 712, loss = 0.4326562285423279
Iter 713, loss = 0.15383104979991913
Iter 714, loss = 0.16767574846744537
Iter 715, loss = 0.15878179669380188
Iter 716, loss = 0.1009163185954094
Iter 717, loss = 0.07467053830623627
Iter 718, loss = 0.14521199464797974
Iter 719, loss = 0.1634129136800766
Iter 720, loss = 0.24375328421592712
Iter 721, loss = 0.12048734724521637
Iter 722, loss = 0.1472131609916687
Iter 723, loss = 0.09448971599340439
Iter 724, loss = 0.16173920035362244
